"Name_of_Satellite_Alternate_Names"	Country/Org_of_UN_Registry	Country_of_Operator_Owner	Operator/Owner	Users	Purpose	Detailed_Purpose	Class_of_Orbit	Type_of_Orbit	Longitude_of_GEO_degrees	Perigee_km	Apogee_km	Eccentricity	Inclination_degrees	Period_minutes	Launch_Mass_kg	Dry_Mass_kg	Power_watts	Date_of_Launch	Expected_Lifetime	Contractor	Country_of_Contractor	Launch_Site	Launch_Vehicle	COSPAR_Number	NORAD_Number	Comments		Source_Used_for_Orbital_Data	Source	Source	Source	Source	Source	Source																																																																																																																																																																																																																											
Skynet_5D	United_Kingdom	United_Kingdom	Ministry_of_Defense/Paradigm_Secure_Communications_wholly_owned_by_EADS_Astrium	Military	Communications		GEO		25	"35786"	"35793"	8.30E-05	0.07	1436.24	"4638"			2012/12/19	15	EADS_Astrium	United_Kingdom	Guiana_Space_Center	Ariane_5_ECA	2012-075A	39034			SC_-_ASCR	http://www.nasaspaceflight.com/2012/12/ariane-5-eca-skynet-5d-mexsat-3bicentenario/	http://space50.kosmo.cz/s40/2012/I075A.HTM																																																																																																																																																																																																																															
SkySat-1	USA	USA	Skybox_Imaging	Commercial	Earth_Observation	Optical_Imaging	LEO	Sun-Synchronous	0	567	599	2.30E-03	97.81	96.34				2013/11/21		Skybox_Imaging	USA	Dombarovsky_Air_Base	Dnepr	2013-066C	39418	Planned_24-satellite_constellation_for_imaging.		SC_-_ASCR	http://www.skyboximaging.com/news/SkySat1FirstLight	http://www.satellitetoday.com/technology/2013/12/27/skybox-imaging-releases-first-hd-high-resolution-images-from-skysat-1/																																																																																																																																																																																																																															
SkySat-2	NR_1/15	USA	Skybox_Imaging	Commercial	Earth_Observation	Optical_Imaging	LEO	Sun-Synchronous	0	626	634	5.71E-04	98.4	97.31	90			2014/7/8		Skybox_Imaging	USA	Baikonur_Cosmodrome	Soyuz-2.1b	2014-037D	40072	Will_collect_high_resolution_panchromatic_and_multispectral_images_of_the_Earth.		ZARYA	http://www.skyboximaging.com/blog/SkySat-2-Launched!	http://www.satimagingcorp.com/satellite-sensors/skysat-2/	http://www.zarya.info/Diaries/Launches/Launches.php?year=2014																																																																																																																																																																																																																														
SkyTerra_1	USA	USA	LightSquared	Commercial	Communications		GEO		-101.3	"35782"	"35791"	1.07E-04	6.06	1436.09	"5360"	"3200"		2010/11/14	15	Boeing_Satellite_Systems	USA	Baikonur_Cosmodrome	Breeze_M	2010-061A	37218	"Part_of_a_fourth_generation_or_4G_wireless_system_designed_to_reach_nearly_every_American_by_the_end_of_2016._22-m_diameter_L-band_antenna;_2_m_Ku-band_antenna."		SC__-_ASCR	http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2010/061A.HTM	http://www.boeing.com/defense-space/space/bss/factsheets/geomobile/msv/msv.html																																																																																																																																																																																																																															
SLDCOM-3_Satellite_Launch_Dispenser_Communications_System_USA_119	USA	USA	National_Reconnaissance_Office_NRO	Military	Communications		Elliptical	Molniya	0	"1200"	"11600"	4.07E-01	63.4	240				1996/5/12		National_Reconnaissance_Laboratory	USA	Vandenberg_AFB	Titan_IV	1996-029A	23893	Provides_tactical_intelligence_focused_support_to_broad_community_of_users_consisting_of_uniformed_military_services_and_government_agencies_for_both_exercises_and_operations.		GS	http://host.planet4589.org/space/jsr/back/news.461	www.globalsecurity.org/space/systems.sldcom.html	http://satobs.org/satintro.html	http://globalsecurity.org/space/library/report/2005/satellitetables2004.htm																																																																																																																																																																																																																													
SMAP_Soil_Moisture_Active_Passive_Satellite	NR_1/15	USA	National_Aeronautics_and_Space_Administration_NASA	Government	Earth_Observation	Earth_Science	LEO	Sun-Synchronous	0	660	686	1.85E-03	98.13	98.21				2015/1/31	3	Jet_Propulsion_Laboratory_NASA	USA	Vandenberg_AFB	Delta_2	2015-003A	40376	"SMAP_provide_the_most_accurate_highest-resolution_global_measurements_of_soil_moisture_ever_obtained_from_space_and_will_detect_whether_the_ground_is_frozen_or_thawed._"		SC_-_ASCR	http://www.space50.org/objekt.php?mot=2015-003A&jazyk=pp_en	http://claudelafleur.qc.ca/Spacecrafts-2015.html#SMAP	https://directory.eoportal.org/web/eoportal/satellite-missions/s/smap																																																																																																																																																																																																																														
SMDC-ONE_1.1_Techsat	USA	USA	US_Army_Space_and_Missile_Defense_Command	Military	Technology_Development		LEO	Non-Polar_Inclined	0	495	791	2.11E-02	64.6	97.5	5			2012/9/13		Miltec	USA	Vandenberg_AFB	Atlas_5	2012-048J	38766	Technology_experiments_under_the_STP_Space_Test_Program.		ZARYA	http://www.zarya.info/Diaries/Launches/Launches.php?year=2012#end																																																																																																																																																																																																																																
SMDC-ONE_1.2_ORSES_[Operationally_Responsive_Space_Enabler_Satellite]	USA	USA	US_Army_Space_and_Missile_Defense_Command	Military	Technology_Development		LEO	Non-Polar_Inclined	0	483	789	2.18E-02	64.6	97.4	3			2012/9/13		Miltec	USA	Vandenberg_AFB	Atlas_5	2012-048B	38759	Mission_unknown.		ZARYA	http://www.zarya.info/Diaries/Launches/Launches.php?year=2012#end	http://www.spaceflight101.com/nrol-36-launch.updates.html																																																																																																																																																																																																																															
SMDC-ONE_2.3	NR_1/15	USA	US_Army_Space_and_Missile_Defense_Command	Military	Technology_Development		LEO	Polar	0	443	886	3.15E-02	120.3	98	5			2013/12/6		Miltec	USA	Vandenberg_AFB	Atlas_5	2013-072N	39474	Possibly_testing_use_for_tactical_'Beyond_Line_of_Sight'_communications.		ZARYA_estimated	http://www.spaceflight101.com/atlas-v-nrol-39-launch-updates.html	http://www.zarya.info/Diaries/Launches/Launches.php?year=2013																																																																																																																																																																																																																															
SMDC-ONE_2.4	NR_1/15	USA	US_Army_Space_and_Missile_Defense_Command	Military	Technology_Development		LEO	Polar	0	443	886	3.15E-02	120.3	98	5			2013/12/6		Miltec	USA	Vandenberg_AFB	Atlas_5	2013-072L	39472	Possibly_testing_use_for_tactical_'Beyond_Line_of_Sight'_communications.		ZARYA_estimated	http://www.spaceflight101.com/atlas-v-nrol-39-launch-updates.html	http://www.zarya.info/Diaries/Launches/Launches.php?year=2013																																																																																																																																																																																																																															
SMOS_Soil_Moisture_and_Ocean_Salinity_satellite	ESA	ESA	Centre_National_d'Etudes_Spatiales_CNES/European_Space_Agency	Government	Earth_Observation	Earth_Science	LEO	Sun-Synchronous	0	759	760	7.01E-05	98.4	100	658	630	"1065"	2009/11/2	3	Thales_Alenia_Space	France	Plesetsk_Cosmodrome	Breeze_KM	2009-059A	36036	Mission_to_measure_sea_surface_salinity_and_soil_moisture_on_a_global_scale.		www.satellitedebris.net_12/12	http://www.esa.int/esaLP/ESAMBA2VMOC_LPsmos_0.html	http://directory.eoportal.org/get_announce.php?an_id=7316	http://www.lib.cas.cz/space.40/2009/059A.HTM																																																																																																																																																																																																																														
SNaP-3_Alice	NR_12/15	USA	US_Army_Space_and_Missile_Defense_Command	Military	Technology_Development		LEO	Non-Polar_Inclined	0	495	801	2.18E-02	64.78	97.68	5			2015/10/8		US_Army_Space_and_Missile_Defense_Command	USA	Cape_Canaveral	Atlas_5	2015-058G	40970	Technology_development_for_user_software-defined_radios_for_beyond-line-of-sight_communication_in_remote_areas.		JM/12_15	http://spaceflightnow.com/2015/10/08/recap-story-second-atlas-5-rocket-launched-in-span-of-six-days/	http://prehled-druzic.blogspot.cz/2015/10/2015-058.html	http://planet4589.org/space/log/satcat.txt																																																																																																																																																																																																																														
SNaP-3_Eddie	NR_12/15	USA	US_Army_Space_and_Missile_Defense_Command	Military	Technology_Development		LEO	Non-Polar_Inclined	0	496	801	2.17E-02	64.78	97.69	5					US_Army_Space_and_Missile_Defense_Command	USA	Cape_Canaveral	Atlas_5	2015-058J	40972	Technology_development_for_user_software-defined_radios_for_beyond-line-of-sight_communication_in_remote_areas.		JM/12_15	http://spaceflightnow.com/2015/10/08/recap-story-second-atlas-5-rocket-launched-in-span-of-six-days/	http://prehled-druzic.blogspot.cz/2015/10/2015-058.html	http://planet4589.org/space/log/satcat.txt																																																																																																																																																																																																																														
SNaP-3_Jimi	NR_12/15	USA	US_Army_Space_and_Missile_Defense_Command	Military	Technology_Development		LEO	Non-Polar_Inclined	0	495	801	2.18E-02	64.78	97.67	5					US_Army_Space_and_Missile_Defense_Command	USA	Cape_Canaveral	Atlas_5	2015-058M	40975	Technology_development_for_user_software-defined_radios_for_beyond-line-of-sight_communication_in_remote_areas.		JM/12_15	http://spaceflightnow.com/2015/10/08/recap-story-second-atlas-5-rocket-launched-in-span-of-six-days/	http://prehled-druzic.blogspot.cz/2015/10/2015-058.html	http://planet4589.org/space/log/satcat.txt																																																																																																																																																																																																																														
SNaP-3-1??Space_and_Missile_Defense_Command_NanoSat_Program	NR	USA	US_Southern_Command	Military	Communications		LEO	Polar	0	443	886	3.15E-02	120.3	98				2013/12/6		Naval_Post-Graduate_School	USA	Vandenberg_AFB	Atlas_5	2013-072G	39468	Communications_experiments.		ZARYA_estimated	http://www.nps.edu/About/News/Southcom-Turns-to-NPS-to-Evaluate-CubeSats-for-Communications-Support.html	http://www.spaceflight101.com/atlas-v-nrol-39-launch-updates.html	http://www.zarya.info/Diaries/Launches/Launches.php?year=2013																																																																																																																																																																																																																														
SOCRATES??Space_Optical_Communications_Research_Advanced_TEchnology_Satellite	Japan	Japan	National_Institute_of_Information_and_Communications_Technology_JPN	Commercial	Technology_Development		LEO	Sun-Synchronous	0	618	629	7.86E-04	97.87	97.17	48		100	2014/5/24		"Advanced_Engineering_Services_Company_Ltd."	Japan	Tanegashima_Space_Center	H-2A	2014-029C	39768	Development_of_new_satellite_bus.		ZARYA	http://www.aes.co.jp/product/pdf/socrates_hp_e.pdf	https://directory.eoportal.org/web/eoportal/satellite-missions/content/-/article/socrates																																																																																																																																																																																																																															
"SOHLA_1_Space_Oriented_Higashiosaka_Leading_Association_Maido_1"	Japan	Japan	Astrotech_SOHLA	Civil	Technology_Development		LEO	Sun-Synchronous	0	657	665	5.69E-04	98.1	98	50			2009/1/23		Space_Oriented_Higashiosaka_Leading_Association	Japan	Tanegashima_Space_Center	H-2A	2009-002E	33496	Observe_lightening.		www.satellitedebris.net_12/12	http://nssdc.gsfc.nasa/gov/spacewarn/spx663.html																																																																																																																																																																																																																																
SORCE_SOlar_Radiation_and_Climate_Experiment	USA	USA	"NASA_Earth_Science_Office/Laboratory_for_Atmospheric_and_Space_Physics_Univ._of_Colorado"	Government/Civil	Space_Science		LEO	Non-Polar_Inclined	0	600	633	2.36E-03	40	97	315	290	348	2003/1/25	6	Orbital_Sciences_Corp.	USA	Cape_Canaveral	Pegasus_XL	2003-004A	27651	Monitor_Sun;_improve_accuracy_of_measurement_of_solar_energy.		www.satellitedebris.net_12/12	http://nssdc.gsfc.nasa.gov/spacewarn/spx591.html	http://www.orbital.com/NewsInfo/Publications/SORCEfact.pdf	http://lasp.colorado.edu/sorce/pdf/sorce_quick_facts.pdf	http://www.lib.cas.cz/knav/space.40/2003/004A.HTM	http://perso.wanadoo.fr/eurospace/espdatabase/index.html																																																																																																																																																																																																																												
Spaceway_3	USA	USA	Hughes_Network_Systems	Commercial	Communications		GEO		-94.93	"35785"	"35787"	2.37E-05	0.06	1436.1	"6100"	"3655"		2007/8/14	12	Boeing_Satellite_Systems	USA	Guiana_Space_Center	Ariane_5_ECA	2007-036A	32018			JM/12_08		http://www.lib.cas.cz/space.40/2007/036A.HTM																																																																																																																																																																																																																															
Spaceway_F1	USA	USA	"DirecTV_Inc."	Commercial	Communications		GEO		-102.87	"35785"	"35787"	2.37E-05	0.05	1436.1	"5993"	"3691"	"12300"	2005/4/26	12.6	Boeing_Satellite_Systems	USA	Sea_Launch_Odyssey	Zenit_3SL	2005-015A	28644	17_Ku-band_transponders;_high_definition.		JM/12_08	http://www.boeing.com/defense-space/space/bss/factsheets/702/spaceway/spaceway.html	http://www.directv.com/DTVAPP/aboutus/headline.dsp?id=04_26_2005A	http://www.lib.cas.cz/www/space.40/2005/015A.HTM	http://www.lib.cas.cz/knav/space.40/2005/I015A.HTM																																																																																																																																																																																																																													
Spaceway_F2	USA	USA	"DirecTV_Inc."	Commercial	Communications		GEO		-99.08	"35785"	"35787"	2.37E-05	0.04	1436.1	"5993"	"3691"	"12300"	2005/11/16	12.6	Boeing_Satellite_Systems	USA	Guiana_Space_Center	Ariane_5_ECA	2005-046B	28903	17_Ku-band_transponders;_high_definition.		JM/12_08	http://www.boeing.com/defense-space/space/bss/factsheets/702/spaceway/spaceway.html	http://home.businesswire.com/portal/site/google/index.jsp?ndmViewId=news_view&newsId=20051116006130&newsLang=en	http://www.lib.cas.cz/www/space.40/2005/046A.HTM																																																																																																																																																																																																																														
Spainsat	NR	Spain	Hisdesat/Ministry_of_Defense	Military	Communications		GEO		13.06	"35745"	"35826"	9.61E-04	0.06	1436.1	"3680"	"1467"		2006/3/11		Space_Systems/Loral	USA	Guiana_Space_Center	Ariane_5	2006-007A	28946	Secure_communications_satellite_for_Spanish_Ministry_of_Defense;_both_X_and_Ku-band.		JM/12_08	http://www.space.eads.net/	http://www.defenseworld.net/eurosatory2006/news.asp/var/10280-DefenseAerospacePressnews-1	http://mek.kosmo.cz/novinky/starty/current.htm	http://www.satnews.com/stories2006/2084.htm	http://www.lib.cas.cz/www/space.40/2006/007A.HTM																																																																																																																																																																																																																												
Spektr-R/RadioAstron	Russia	Multinational	Astro_Space_Center_of_Moscow/Russian_Academy_of_Sciences	Government	Space_Science		LEO	Cislunar	0	"1000"	"330000"	9.57E-01	51.46	8_days	"3660"			2011/7/18	5	Lavochkin	Russia	Baikonur_Cosmodrome	Zenit_3SLBF/Fregat_SB	2011-037A	37755	"Featuring_a_30-foot_10-meter_wide_antenna_""The_aim__is_to_use_the_space_telescope_to_conduct_interferometer_observations_to_obtain_images_coordinates_motions_and_evolution_of_angular_structure_of_different_radio_emitting_objects_in_the_universe."""		SC_-_ASCR	http://www.space.com/12329-russia-launches-deep-space-giant-radio-telescope.html	http://www.lib.cas.cz/space.40/2011/INDEX1.HTM																																																																																																																																																																																																																															
SpinSat_Special_Purpose_Inexpensive_Satellite	USA	USA	US_Naval_Research_Laboratory	Military	Technology_Development		LEO	Non-Polar_Inclined	0	406	419	9.58E-04	51.65	92.81	50			2014/11/28		U.S._Naval_Research_Laboratory	USA	International_Space_Station	Cyclops_Deployer_System	1998-067FL	40314	Primary_mission_is_demonstration_of_a_new_thruster_technology._		ZARYA	http://www.nrl.navy.mil/media/news-releases/2014/with-spinsat-mission-nrl-will-spin-small-satellite-in-space-with-new-thruster-technology	http://www.zarya.info/Diaries/Launches/Launches.php?year=2014																																																																																																																																																																																																																															
SPIRALE-A_Syst?me_Pr?paratoire_Infra-Rouge_pour_l'Alerte	France	France	Ministry_of_Defense/General_Delegation_for_Ordnance_DGA	Military	Technology_Development	Infrared_Imaging	Elliptical		0	240	"31342"	7.02E-01	2	547	117			2009/2/11		EADS_Astrium	France	Guiana_Space_Center	Ariane_5_ECA	2009-008C	33751	Demonstration_program_designed_to_collect_infrared_images_of_terrestrial_backgrounds_and_analyze_them_to_assess_the_detectability_of_ballistic_missiles_during_their_powered_phase._It_will_pave_the_way_for_a_future_ballistic_missile_warning_system.		SC_-_ASCR	http://www.spacemart.com/reports/HOT_BIRD_10_NSS_9_SPIRALE_A_And_B_In_orbit_999.html	http://nssdc.gsfc.nasa.gov/spacewarn/spx664.html																																																																																																																																																																																																																															
SPIRALE-B_Syst?me_Pr?paratoire_Infra-Rouge_pour_l'Alerte	France	France	Ministry_of_Defense/General_Delegation_for_Ordnance_DGA	Military	Technology_Development	Infrared_Imaging	Elliptical		0	389	"17480"	5.58E-01	2.1	314	117			2009/2/11		EADS_Astrium	France	Guiana_Space_Center	Ariane_5_ECA	2009-008D	33752	Demonstration_program_designed_to_collect_infrared_images_of_terrestrial_backgrounds_and_analyze_them_to_assess_the_detectability_of_ballistic_missiles_during_their_powered_phase._It_will_pave_the_way_for_a_future_ballistic_missile_warning_system.		SC_-_ASCR	http://www.spacemart.com/reports/HOT_BIRD_10_NSS_9_SPIRALE_A_And_B_In_orbit_999.html	http://nssdc.gsfc.nasa.gov/spacewarn/spx664.html																																																																																																																																																																																																																															
Spot_6_Syst?me_Probatoire_dÅfObservation_de_la_Terre	France	France/Belgium/Sweden	Spot_Image	Commercial	Earth_Observation	Optical_Imaging	LEO	Sun-Synchronous	0	696	699	2.12E-04	98.2	98.73	720			2012/9/9	10	EADS_Astrium	France/UK/Germany	Satish_Dhawan_Space_Center	PSLV	2012-047A	38755	Privately_financed_to_complement_the_Pleiades_1A_and_1B_imaging_spacecraft_owned_by_French_government.		SC__-_ASCR	http://www.spaceflightnow.com/news/n1209/09pslv/	http://space50.kosmo.cz/s40/2012/1047A.HTM																																																																																																																																																																																																																															
Spot_7_Syst?me_Probatoire_dÅfObservation_de_la_Terre	France	France/Belgium/Sweden	Spot_Image	Commercial	Earth_Observation	Optical_Imaging	LEO	Sun-Synchronous	0	643	660	1.21E-03	98.2	97.77	714			2014/6/30	10	Airbus_Defense_and_Space	France/UK/Germany	Satish_Dhawan_Space_Center	PSLV-CA	2014-034A	40053			ZARYA	http://www.astrium-geo.com/en/147-spot-6-7-satellite-imagery	https://directory.eoportal.org/web/eoportal/satellite-missions/s/spot-6-7																																																																																																																																																																																																																															
SPROUT??SPace_Research_On_Unique_Technology	Japan	Japan	Nihon_University	Civil	Technology_Development		LEO	Sun-Synchronous	0	614	629	1.07E-03	97.87	97.13	7			2014/5/24		Nihon_University	Japan	Tanegashima_Space_Center	H-2A	2014-029E	39770			ZARYA	http://sat.aero.cst.nihon-u.ac.jp/sprout-e/1-Mission-e.html	http://amsat-uk.org/2014/05/21/sprout-amateur-radio-slow-scan-tv-satellite/																																																																																																																																																																																																																															
SRMSat_Sri_Ramaswamy_Memorial_Satellite	India	India	SRM_University	Civil	Technology_Development		LEO	Non-Polar_Inclined	0	850	868	1.24E-03	20	102.1	11			2011/10/12	1	SRM_University	India	Satish_Dhawan_Space_Center	PSLV	2011-058D	37841	To_build_a_nanosatellite_with_a_mass_less_than_10kg;_to_be_launched_by_PSLV_and_to_estimate_the_amount_for_atmospheric_greenhouse_gases;_to_provide_hands_on_experience_to_the_student_and_the_faculty_of_SRM_University_in_building_small_satellite;_to_develop_a_nanosatellite_bus.		www.satellitedebris.net_12/12	http://srmsat.in/	http://www.uk.amsat.org/2184	http://www.lib.cas.cz/space.40/2011/058D.HTM	http://www.amsat.org/amsat-new/index.php																																																																																																																																																																																																																													
SSOT_Sistema_Satelital_para_la_Observaci?n_de_la_Tierra	Chile	Chile	Chilean_Air_Force	Government/Military	Earth_Observation	Optical_Imaging	LEO	Sun-Synchronous	0	622	624	1.43E-04	98	97.2	117			2011/12/17		Astrium	France	Guiana_Space_Center	Soyuz_2/Fregat	2011-076E	38011	"Extremely_high-quality_satellite_images_with_applications_such_as_mapping_agriculture_town_planning_and_natural_resource_risk_and_disaster_management."		www.satellitedebris.net_12/12	http://www.arianespace.com/news-mission-update/2011/vs02-success.asp			http://www.astrium.eads.net/en/programme/ssto-high-resolution-earth-observation-for-chile.html																																																																																																																																																																																																																													
ST-2_Singapore-Taiwan_2	NR	Singapore/Taiwan	Singapore_Telecommunications_Ltd._SingTel/Chunghwa_Telecom_Co._Ltd.	Commercial	Communications		GEO		87.99	"35783"	"35791"	9.49E-05	0.02	1436.12	"5090"			2011/5/20	15	Mitsubishi_Electric_Corporation	Japan	Guiana_Space_Center	Ariane_5	2011-022B	37606	"Will_replace_ST1._Six_antennas_41_Ku-band_tarnsponders_and_10_C-band_transponders."		JM/9_11	http://www.wantchinatimes.com/news-subclass-cnt.aspx?id=20110519000123&cid=1204&MainCatID=12	http://www.lib.cas.cz/space.40/2011/022B.HTM	http://www.planet4589.org/space/log/geo.log	http://nssdc.gsfc.nasa.gov/spacewarn/spx691.html																																																																																																																																																																																																																													
Star_One_C1	Brazil	Brazil	Star_One_SES_[Soci?t?_Europ?enne_des_Satellites_SES]	Commercial	Communications		GEO		-64.98	"35703"	"35778"	8.91E-04	0.03	1436	"4100"	"1750"	"10500"	2007/11/14	15	Thales_Alenia_Space	France	Guiana_Space_Center	Ariane_5	2007-056A	32293	"Has_one_X-band_transponder_for_military_use._28_C-band_and_16_Ku-band_transponders_services_to_Brazil_and_neighboring_countries."		JM/12_08	http://www.lib.cas.cz/space.40/2007/056A.HTM	http://nssdc.gsfc.nasa.gov/spacewarn/spx649.html	http://www.arianespace.com/site/news/kit/Skynet5B_StarOneC1_GB.pdf																																																																																																																																																																																																																														
Star_One_C2	Brazil	Brazil	Star_One_SES_[Soci?t?_Europ?enne_des_Satellites_SES]	Commercial	Communications		GEO		-69.93	"35776"	"35796"	2.37E-04	0.06	1436.1	"4100"	"1750"		2008/4/18		Thales_Alenia_Space	France	Guiana_Space_Center	Ariane_5_ECA	2008-018B	32768	"Has_one_X-band_transponder_for_military_use._28_C-band_and_16_Ku-band_transponders_services_to_Brazil_and_neighboring_countries."		JM/12_08	http://www.lib.cas.cz/space.40/2008/I017A.HTM	http://nssdc.gsfc.nasa.gov/spacewarn/spx654.html																																																																																																																																																																																																																															
Star_One_C3	Brazil	Brazil	Star_One_SES_[Soci?t?_Europ?enne_des_Satellites_SES]	Commercial	Communications		GEO		-75	"35791"	"35848"	6.76E-04	0.02	1437.78	"3225"	"1402"		2012/11/10	15	Orbital_Sciences_Corp.	USA	Guiana_Space_Center	Ariane_5_ECA	2012-062A	38991	"28_C-band_16_Ku-band_entire_South_American_region."		SC_-_ASCR_	http://www.space-travel.com/reports/Ariane_5_orbits_Eutelsat_21B_and_Star_One_C3_satellites_999.html	http://space50.kosmo.cz/s40/2012/I062A.HTM																																																																																																																																																																																																																															
Star_One_C4	NR_8/15	Brazil	Star_One_SES_[Soci?t?_Europ?enne_des_Satellites_SES]	Commercial	Communications		GEO		-70	"35786"	"35801"	1.78E-04	0	1436.1	"5634"		"15600"	2015/7/15	15	Space_Systems/Loral	USA	Guiana_Space_Center	Ariane_5_ECA	2015-034B	40733	48_transponders.		JM/8_15	http://www.starone.com.br/en/internas/satelite_c4/																																																																																																																																																																																																																																
STARE-B_Horus_[Space-Based_Telescopes_for_Actionable_Refinement_of_Ephemeris]	USA	USA	National_Reconaissance_Office	Military	Space_Science		LEO	Non-Polar_Inclined	0	500	506	4.36E-04	40.5	94.6	3			2013/11/19		Lawrence_Livermore_National_Laboratory	USA	Wallops_Island_Flight_Facility	Minotaur_1	2013-064T	39397	Optical_sensors_to_detect_orbiting_payloads_and_debris_for_orbit_measurement.																																																																																																																																																																																																																																			
STPSat-2_USA_217	USA	USA	USAF_Space_Test_Program	Military	Technology_Development		LEO	Polar	0	650	650	0.00E+00	72	97.73	180			2010/11/20	1	Ball_Aerospace	USA	Kodiak_Launch_Complex	Minotaur_4	2010-062A	37222	Two_top-priority_investigations_from_the_miltary's_Space_Experiment_Review_Board.		SC_-_ASCR	nssdc.gsfc.nasa.gov/spacewarn/spx685.html	http://www.space-travel.com/reports/Ball_Aerospace_STPSat_2_Satellite_Launches_Aboard_STP_S26_Mission_999.html																																																																																																																																																																																																																															
STPSat-3_Space_Test_Program_Satellite-3_	USA	USA	US_Air_Force	Military	Technology_Development		LEO	Non-Polar_Inclined	0	497	507	7.28E-04	40.51	94.66	137			2013/11/19	3	Ball_Aerospace	USA	Wallops_Island_Flight_Facility	Minotaur_1	2013-064A	39380	"Carries_5_packages_for_Air_Force_Army_Navy_NASA/NOAA."		SC_-_ASCR	http://www.onlineamd.com/ball-aerospace-satellite-usaf-transfer-011414.aspx	http://space50.kosmo.cz/s40/2013/I064A.HTM	http://www.zarya.info/Diaries/Launches/Launches.php?year=2013																																																																																																																																																																																																																														
"STRaND-1_Surrey_Training_Research_and_Nanosatellite_Demonstrator_1"	United_Kingdom	United_Kingdom	Surrey_Satellite_Technology_Limited_SSTL	Commercial	Technology_Development		LEO	Sun-Synchronous	0	772	783	7.69E-04	98.6	100.4	4			2013/2/25		Surrey_Satellite_Technology_Limited_SSTL	UK	Satish_Dhawan_Space_Center	PSLV	2013-009E	39090	"Will_demonstrate_the_feasibility_of_using_cheap_smartphone_electronics_to_control_a_spacecraft._Shut_down_in_March_after_launch_but_started_up_again_in_July_2013."		ZARYA	http://www.sstl.co.uk/Missions/STRaND-1--Launched-2013/STRaND-1/STRaND-1--Smartphone-nanosatellite	http://www.zarya.info/Diaries/Launches/Launches.php?year=2013																																																																																																																																																																																																																															
Strela_3_Cosmos_2385	Russia	Russia	Ministry_of_Defense	Military	Communications		LEO	Polar	0	"1417"	"1425"	5.13E-04	82.5	114.2	225			2001/12/27	3	NPO/PM_-_Scientific_Research_Institute_for_Precision_Instruments_NII-TP	Russia	Plesetsk_Cosmodrome	Tsyklon_3	2001-058B	27056	Satellites_have_a_single_simultaneous_earth-space_and_space-earth_channel.		www.satellitedebris.net_12/12	www.astronautix.com/craft/strela3.htm	http://www.russianspaceweb.com/spacecraft_military.html		http://perso.wanadoo.fr/eurospace/espdatabase/index.html																																																																																																																																																																																																																													
Strela_3_Cosmos_2386	Russia	Russia	Ministry_of_Defense	Military	Communications		LEO	Polar	0	"1415"	"1419"	2.57E-04	82.5	114.2	225			2001/12/27	3	NPO/PM_-_Scientific_Research_Institute_for_Precision_Instruments_NII-TP	Russia	Plesetsk_Cosmodrome	Tsyklon_3	2001-058C	27057	Satellites_have_a_single_simultaneous_earth-space_and_space-earth_channel.		www.satellitedebris.net_12/12	www.astronautix.com/craft/strela3.htm	http://www.russianspaceweb.com/spacecraft_military.html		http://perso.wanadoo.fr/eurospace/espdatabase/index.html																																																																																																																																																																																																																													
Strela_3_Cosmos_2390	Russia	Russia	Ministry_of_Defense	Military	Communications		LEO	Equatorial	0	"1468"	"1506"	2.42E-03	8.5	115.7	225			2002/7/8	3	NPO/PM_-_Scientific_Research_Institute_for_Precision_Instruments_NII-TP	Russia	Plesetsk_Cosmodrome	Kosmos_3M	2002-036A	27464	Store-dump_communications_for_Russian_government_and_military.		www.satellitedebris.net_12/12		http://nssdc.gsfc.nasa.gov/spacewarn/spx585.html		http://perso.wanadoo.fr/eurospace/espdatabase/index.html																																																																																																																																																																																																																													
Strela_3_Cosmos_2391	Russia	Russia	Ministry_of_Defense	Military	Communications		LEO	Polar	0	"1466"	"1506"	2.55E-03	82.5	115.7	225			2002/7/8	3	NPO/PM_-_Scientific_Research_Institute_for_Precision_Instruments_NII-TP	Russia	Plesetsk_Cosmodrome	Kosmos_3M	2002-036B	27465	Store-dump_communications_for_Russian_government_and_military.		www.satellitedebris.net_12/12		http://nssdc.gsfc.nasa.gov/spacewarn/spx585.html		http://perso.wanadoo.fr/eurospace/espdatabase/index.html																																																																																																																																																																																																																													
Strela_3_Cosmos_2400	Russia	Russia	Ministry_of_Defense	Military	Communications		LEO	Polar	0	"1467"	"1503"	2.29E-03	82.5	115.7	225			2003/8/19	3	NPO/PM_-_Scientific_Research_Institute_for_Precision_Instruments_NII-TP	Russia	Plesetsk_Cosmodrome	Kosmos_3M	2003-037A	27868	Store-dump_communications_for_Russian_government_and_military.		www.satellitedebris.net_12/12		http://nssdc.gsfc.nasa.gov/spacewarn/spx598.html		http://perso.wanadoo.fr/eurospace/espdatabase/index.html																																																																																																																																																																																																																													
Strela_3_Cosmos_2401	Russia	Russia	Ministry_of_Defense	Military	Communications		LEO	Polar	0	"1465"	"1502"	2.36E-03	82.5	115.6	225			2003/8/19	3	NPO/PM_-_Scientific_Research_Institute_for_Precision_Instruments_NII-TP	Russia	Plesetsk_Cosmodrome	Kosmos_3M	2003-037B	27869	Store-dump_communications_for_Russian_government_and_military.		www.satellitedebris.net_12/12		http://nssdc.gsfc.nasa.gov/spacewarn/spx598.html		http://perso.wanadoo.fr/eurospace/espdatabase/index.html																																																																																																																																																																																																																													
